abbast;418150;so;alm;abbistu;MM-VH-NT-2P-ET-FN-NF
abbast;418150;so;alm;abbaðistu;MM-VH-ÞT-2P-ET-FN-NF
aðgreina;434475;so;alm;aðgreinirðu;GM-FH-NT-2P-ET-FN-NF
aðgreina;434475;so;alm;aðgreindirðu;GM-FH-ÞT-2P-ET-FN-NF
aðgreina;434475;so;alm;aðgreinirðu;GM-VH-NT-2P-ET-FN-NF
aðgreina;434475;so;alm;aðgreindirðu;GM-VH-ÞT-2P-ET-FN-NF
aðgreina;434475;so;alm;aðgreinistu;MM-VH-NT-2P-ET-FN-NF
aðgreina;434475;so;alm;aðgreindistu;MM-VH-ÞT-2P-ET-FN-NF
aðgæta;434476;so;alm;aðgætirðu;GM-FH-NT-2P-ET-FN-NF
aðgæta;434476;so;alm;aðgættirðu;GM-FH-ÞT-2P-ET-FN-NF
aðgæta;434476;so;alm;aðgætirðu;GM-VH-NT-2P-ET-FN-NF
aðgæta;434476;so;alm;aðgættirðu;GM-VH-ÞT-2P-ET-FN-NF
aðhafast;478383;so;alm;aðhafistu;MM-VH-NT-2P-ET-FN-NF
aðhafast;478383;so;alm;aðhefðistu;MM-VH-ÞT-2P-ET-FN-NF
aðhjúkra;419300;so;alm;aðhjúkrarðu;GM-FH-NT-2P-ET-FN-NF
aðhjúkra;419300;so;alm;aðhjúkraðirðu;GM-FH-ÞT-2P-ET-FN-NF
aðhjúkra;419300;so;alm;aðhjúkrirðu;GM-VH-NT-2P-ET-FN-NF
aðhjúkra;419300;so;alm;aðhjúkraðirðu;GM-VH-ÞT-2P-ET-FN-NF
aðhjúkra;419300;so;alm;aðhjúkristu;MM-VH-NT-2P-ET-FN-NF
aðhjúkra;419300;so;alm;aðhjúkraðistu;MM-VH-ÞT-2P-ET-FN-NF
aðhyllast;434477;so;alm;aðhyllistu;MM-VH-NT-2P-ET-FN-NF
aðhyllast;434477;so;alm;aðhylltistu;MM-VH-ÞT-2P-ET-FN-NF
aðhæfa;434478;so;alm;aðhæfirðu;GM-FH-NT-2P-ET-FN-NF
aðhæfa;434478;so;alm;aðhæfðirðu;GM-FH-ÞT-2P-ET-FN-NF
aðhæfa;434478;so;alm;aðhæfirðu;GM-VH-NT-2P-ET-FN-NF
aðhæfa;434478;so;alm;aðhæfðirðu;GM-VH-ÞT-2P-ET-FN-NF
aðla;419302;so;alm;aðlarðu;GM-FH-NT-2P-ET-FN-NF
aðla;419302;so;alm;aðlaðirðu;GM-FH-ÞT-2P-ET-FN-NF
aðla;419302;so;alm;aðlirðu;GM-VH-NT-2P-ET-FN-NF
aðla;419302;so;alm;aðlaðirðu;GM-VH-ÞT-2P-ET-FN-NF
aðlaga;419301;so;alm;aðlagarðu;GM-FH-NT-2P-ET-FN-NF
aðlaga;419301;so;alm;aðlagaðirðu;GM-FH-ÞT-2P-ET-FN-NF
aðlaga;419301;so;alm;aðlagirðu;GM-VH-NT-2P-ET-FN-NF
aðlaga;419301;so;alm;aðlagaðirðu;GM-VH-ÞT-2P-ET-FN-NF
aðlaga;419301;so;alm;aðlagistu;MM-VH-NT-2P-ET-FN-NF
aðlaga;419301;so;alm;aðlagaðistu;MM-VH-ÞT-2P-ET-FN-NF
aðskilja;428139;so;alm;aðskilurðu;GM-FH-NT-2P-ET-FN-NF
aðskilja;428139;so;alm;aðskildirðu;GM-FH-ÞT-2P-ET-FN-NF
aðskilja;428139;so;alm;aðskiljirðu;GM-VH-NT-2P-ET-FN-NF
aðskilja;428139;so;alm;aðskildirðu;GM-VH-ÞT-2P-ET-FN-NF
aðskilja;428139;so;alm;aðskiljistu;MM-VH-NT-2P-ET-FN-NF
aðskilja;428139;so;alm;aðskildistu;MM-VH-ÞT-2P-ET-FN-NF
aðstoða;424403;so;alm;aðstoðarðu;GM-FH-NT-2P-ET-FN-NF
aðstoða;424403;so;alm;aðstoðaðirðu;GM-FH-ÞT-2P-ET-FN-NF
aðstoða;424403;so;alm;aðstoðirðu;GM-VH-NT-2P-ET-FN-NF
aðstoða;424403;so;alm;aðstoðaðirðu;GM-VH-ÞT-2P-ET-FN-NF
aðvara;419304;so;alm;aðvararðu;GM-FH-NT-2P-ET-FN-NF
aðvara;419304;so;alm;aðvaraðirðu;GM-FH-ÞT-2P-ET-FN-NF
aðvara;419304;so;alm;aðvarirðu;GM-VH-NT-2P-ET-FN-NF
aðvara;419304;so;alm;aðvaraðirðu;GM-VH-ÞT-2P-ET-FN-NF
aðvara;419304;so;alm;aðvaristu;MM-VH-NT-2P-ET-FN-NF
aðvara;419304;so;alm;aðvaraðistu;MM-VH-ÞT-2P-ET-FN-NF
afbaka;419305;so;alm;afbakarðu;GM-FH-NT-2P-ET-FN-NF
afbaka;419305;so;alm;afbakaðirðu;GM-FH-ÞT-2P-ET-FN-NF
